"record_id","acc_mean.learning","acc_mean.test","acc_std.learning","acc_std.test","rt_mean.learning","rt_mean.test","rt_std.learning","rt_std.test","rt_c_mean.learning","rt_c_mean.test","rt_c_std.learning","rt_c_std.test"
40758,1,0.944444444444444,0,0.232310684145723,2671.80555555556,2742.17142857143,971.831667359394,291.366303283471,2671.80555555556,2723,971.831667359394,272.420686261213
40767,0.861111111111111,0.944444444444444,0.350736187206101,0.232310684145723,1939.91666666667,2886.05555555555,549.11109336558,397.353311258701,1904.67741935484,2830.26470588235,554.687382651812,328.098036792177
40768,0.916666666666667,0.833333333333333,0.280305955290694,0.377964473009227,3335.16666666667,2797.48571428571,1376.06408696273,633.763890504629,3263.06060606061,2717.9,1402.70599956374,632.351132815
40769,0.888888888888889,0.972222222222222,0.318727629155838,0.166666666666667,3267.33333333333,2814.11428571429,1675.83805900212,393.511175671227,3010.125,2814.11428571429,1439.40170702745,393.511175671227
40773,0.972222222222222,0.916666666666667,0.166666666666667,0.280305955290694,1433.66666666667,2499.73529411765,559.156609802401,279.035602032117,1401.91428571429,2509.27272727273,533.3747921561,277.677226371654
40775,0.722222222222222,0.722222222222222,0.454256762579498,0.454256762579498,3359.58333333333,3239.52777777778,1054.64321319717,665.776087890177,3077.73076923077,3112.69230769231,823.260423326292,579.209652490756
40777,0.805555555555556,0.722222222222222,0.401386485959743,0.454256762579498,3587.55555555556,3177.35483870968,1922.38939781341,548.95406901896,3098.31034482759,3138.61538461538,1624.87353581414,548.293576611879
40778,0.666666666666667,0.805555555555556,0.478091443733757,0.401386485959743,6417.33333333333,3297,3041.28340390322,491.976225096911,6307.5,3245.44827586207,3352.31084477559,484.136756521108
40779,0.527777777777778,0.666666666666667,0.506309397848002,0.487950036474267,4771.08333333333,3404.8,1241.12921797623,570.854522373508,4779.36842105263,3374.2,1117.92571858809,581.120718000046
40782,0.888888888888889,0.916666666666667,0.318727629155838,0.280305955290694,2522.75,2902.54545454545,1047.47517870353,393.985650984674,2361.75,2902.54545454545,928.093189147478,393.985650984674
40784,0.527777777777778,0.861111111111111,0.506309397848002,0.350736187206101,2423.86111111111,3040.17142857143,679.216908454257,458.483721291254,2252.15789473684,3010.96774193548,761.311752697488,474.348288628442
40796,0.472222222222222,NA,0.506309397848002,NA,3127.16666666667,NA,1363.29760926533,NA,3421.94117647059,NA,1566.12421564304,NA
40803,0.777777777777778,0.75,0.421637021355784,0.43915503282684,2105.38888888889,3000.78125,520.341002353417,534.49612898052,2072.67857142857,2865.48148148148,517.282074606297,460.971329858557
40811,0.583333333333333,0.694444444444444,0.5,0.467176592151157,1782.94444444444,2492.14285714286,1080.20394752749,430.7178100947,1654.2380952381,2473.08,915.976086192314,410.235087074066
40825,0.305555555555556,NA,0.467176592151157,NA,4650.22222222222,NA,1698.4191996612,NA,4790.81818181818,NA,1930.92572711546,NA
40855,0.583333333333333,NA,0.5,NA,3050.63888888889,NA,1190.71049984639,NA,3404.14285714286,NA,1389.1974764487,NA
40859,0.972222222222222,0.861111111111111,0.166666666666667,0.350736187206101,4115.75,2675.47058823529,2253.86976902267,477.680268069212,4060.14285714286,2629.48387096774,2261.58064379835,428.534235969367
40861,0.694444444444444,NA,0.467176592151157,NA,3526.63888888889,NA,1007.45566801516,NA,3285.84,NA,1013.66594102791,NA
40876,0.972222222222222,0.861111111111111,0.166666666666667,0.350736187206101,2214.66666666667,2646.31428571429,842.07597214096,447.269741709339,2195.8,2620.54838709677,846.614705059822,421.573073041885
40878,0.777777777777778,0.777777777777778,0.421637021355784,0.421637021355784,3076.22222222222,2904.58823529412,1623.09364418008,546.297128479246,2757.46428571429,2837.32142857143,1316.6441765208,559.062909967731
40930,0.805555555555556,0.833333333333333,0.401386485959743,0.377964473009227,2291.22222222222,2778.77777777778,681.412403388773,607.371202624703,2246.65517241379,2754.93333333333,706.804139159502,608.600255721576
40961,0.555555555555556,NA,0.50395263067897,NA,3147.72222222222,NA,1081.41469807209,NA,3023.3,NA,1223.3570765897,NA
40968,0.972222222222222,0.916666666666667,0.166666666666667,0.280305955290694,2299,2421.4,1270.95792894291,375.514564611406,2274.77142857143,2383.27272727273,1281.05014563453,264.241990503883
